Driver,Team,LapNumber,DriverLapKey,Compound,Stint,LapTime_str,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,PitInTime_s,PitOutTime_s,IsPersonalBest,IsAccurate
RIC,RB,5.0,RIC_5.0,MEDIUM,1.0,01:33.263,93.263,29.691,38.171,25.401,,,False,True
RIC,RB,6.0,RIC_6.0,MEDIUM,1.0,01:33.666,93.666,29.619,38.276,25.771,,,False,True
RIC,RB,7.0,RIC_7.0,MEDIUM,1.0,01:32.952,92.952,29.738,37.75,25.464,,,True,True
RIC,RB,8.0,RIC_8.0,MEDIUM,1.0,01:33.095,93.095,29.786,37.74,25.569,,,False,True
RIC,RB,9.0,RIC_9.0,MEDIUM,1.0,01:32.762,92.762,29.737,37.614,25.411,,,True,True
RIC,RB,10.0,RIC_10.0,MEDIUM,1.0,01:32.721,92.721,29.651,37.583,25.487,,,True,True
RIC,RB,11.0,RIC_11.0,MEDIUM,1.0,01:32.804,92.804,29.746,37.68,25.378,,,False,True
RIC,RB,12.0,RIC_12.0,MEDIUM,1.0,01:32.797,92.797,29.722,37.662,25.413,,,False,True
RIC,RB,13.0,RIC_13.0,MEDIUM,1.0,01:32.880,92.88,29.622,37.779,25.479,,,False,True
RIC,RB,14.0,RIC_14.0,MEDIUM,1.0,01:32.933,92.933,29.759,37.682,25.492,,,False,True
RIC,RB,15.0,RIC_15.0,MEDIUM,1.0,01:33.171,93.171,29.731,37.702,25.738,,,False,True
RIC,RB,16.0,RIC_16.0,MEDIUM,1.0,01:34.437,94.437,30.036,38.307,26.094,,,False,True
RIC,RB,17.0,RIC_17.0,MEDIUM,1.0,01:35.885,95.885,29.662,38.406,27.817,,,False,True
RIC,RB,18.0,RIC_18.0,MEDIUM,1.0,01:36.827,96.827,30.315,38.749,27.763,,,False,True
RIC,RB,19.0,RIC_19.0,MEDIUM,1.0,01:44.922,104.922,34.743,41.888,28.291,,,False,True
RIC,RB,20.0,RIC_20.0,MEDIUM,1.0,01:37.330,97.33,31.631,39.154,26.545,,,False,True
RIC,RB,21.0,RIC_21.0,MEDIUM,1.0,01:34.722,94.722,30.185,38.393,26.144,,,False,True
RIC,RB,22.0,RIC_22.0,MEDIUM,1.0,01:33.015,93.015,29.678,37.782,25.555,,,False,True
RIC,RB,23.0,RIC_23.0,MEDIUM,1.0,01:34.224,94.224,29.69,38.201,26.333,,,False,True
RIC,RB,24.0,RIC_24.0,MEDIUM,1.0,01:36.483,96.483,30.177,39.232,27.074,,,False,True
RIC,RB,25.0,RIC_25.0,MEDIUM,1.0,01:38.725,98.725,30.63,40.504,27.591,,,False,True
RIC,RB,26.0,RIC_26.0,MEDIUM,1.0,01:44.813,104.813,31.531,45.143,28.139,5967.19,,False,False
RIC,RB,27.0,RIC_27.0,INTERMEDIATE,2.0,02:02.788,122.788,51.716,42.43,28.642,,5996.001,False,False
RIC,RB,28.0,RIC_28.0,INTERMEDIATE,2.0,01:43.338,103.338,32.195,42.262,28.881,,,False,True
RIC,RB,29.0,RIC_29.0,INTERMEDIATE,2.0,01:43.377,103.377,32.484,41.934,28.959,,,False,True
RIC,RB,30.0,RIC_30.0,INTERMEDIATE,2.0,01:43.298,103.298,32.445,41.612,29.241,,,False,True
RIC,RB,31.0,RIC_31.0,INTERMEDIATE,2.0,01:43.699,103.699,32.472,42.03,29.197,,,False,True
RIC,RB,32.0,RIC_32.0,INTERMEDIATE,2.0,01:44.144,104.144,32.457,41.969,29.718,,,False,True
RIC,RB,33.0,RIC_33.0,INTERMEDIATE,2.0,01:44.855,104.855,32.877,42.38,29.598,,,False,True
RIC,RB,34.0,RIC_34.0,INTERMEDIATE,2.0,01:45.969,105.969,33.254,43.215,29.5,,,False,True
RIC,RB,35.0,RIC_35.0,INTERMEDIATE,2.0,01:45.535,105.535,33.149,43.7,28.686,,,False,True
RIC,RB,36.0,RIC_36.0,INTERMEDIATE,2.0,01:43.213,103.213,32.5,42.387,28.326,,,False,True
RIC,RB,37.0,RIC_37.0,INTERMEDIATE,2.0,01:40.483,100.483,32.042,41.775,26.666,7127.921,,False,False
RIC,RB,38.0,RIC_38.0,SOFT,3.0,02:03.328,123.328,55.795,40.479,27.054,,7157.887,False,False
RIC,RB,39.0,RIC_39.0,SOFT,3.0,01:33.138,93.138,29.476,37.962,25.7,,,False,True
RIC,RB,40.0,RIC_40.0,SOFT,3.0,01:32.428,92.428,29.333,37.421,25.674,,,True,True
RIC,RB,41.0,RIC_41.0,SOFT,3.0,01:31.289,91.289,29.171,36.935,25.183,,,True,True
RIC,RB,42.0,RIC_42.0,SOFT,3.0,01:30.765,90.765,29.208,36.632,24.925,,,True,True
RIC,RB,43.0,RIC_43.0,SOFT,3.0,01:31.198,91.198,29.188,36.801,25.209,,,False,True
RIC,RB,44.0,RIC_44.0,SOFT,3.0,01:31.080,91.08,29.273,36.824,24.983,,,False,True
RIC,RB,45.0,RIC_45.0,SOFT,3.0,01:30.955,90.955,29.229,36.719,25.007,,,False,True
RIC,RB,46.0,RIC_46.0,SOFT,3.0,01:30.849,90.849,29.18,36.72,24.949,,,False,True
RIC,RB,47.0,RIC_47.0,SOFT,3.0,01:30.735,90.735,29.14,36.665,24.93,,,True,True
RIC,RB,48.0,RIC_48.0,SOFT,3.0,01:31.109,91.109,29.302,36.824,24.983,,,False,True
RIC,RB,49.0,RIC_49.0,SOFT,3.0,01:32.926,92.926,29.324,36.947,26.655,,,False,True
RIC,RB,50.0,RIC_50.0,SOFT,3.0,01:34.150,94.15,29.532,39.195,25.423,,,False,True
RIC,RB,51.0,RIC_51.0,SOFT,3.0,01:34.814,94.814,29.907,39.398,25.509,,,False,True
BOT,Kick Sauber,1.0,BOT_1.0,MEDIUM,1.0,,,,40.38,26.634,,,False,False
BOT,Kick Sauber,2.0,BOT_2.0,MEDIUM,1.0,01:35.368,95.368,30.06,39.194,26.114,,,True,True
BOT,Kick Sauber,3.0,BOT_3.0,MEDIUM,1.0,01:34.447,94.447,30.096,38.414,25.937,,,True,True
BOT,Kick Sauber,4.0,BOT_4.0,MEDIUM,1.0,01:34.322,94.322,29.89,38.839,25.593,,,True,True
BOT,Kick Sauber,5.0,BOT_5.0,MEDIUM,1.0,01:33.768,93.768,29.92,38.115,25.733,,,True,True
BOT,Kick Sauber,6.0,BOT_6.0,MEDIUM,1.0,01:33.460,93.46,29.755,37.957,25.748,,,True,True
BOT,Kick Sauber,7.0,BOT_7.0,MEDIUM,1.0,01:33.648,93.648,29.919,37.898,25.831,,,False,True
BOT,Kick Sauber,8.0,BOT_8.0,MEDIUM,1.0,01:33.561,93.561,29.899,37.968,25.694,,,False,True
BOT,Kick Sauber,9.0,BOT_9.0,MEDIUM,1.0,01:33.645,93.645,29.917,37.913,25.815,,,False,True
BOT,Kick Sauber,10.0,BOT_10.0,MEDIUM,1.0,01:33.787,93.787,29.85,38.666,25.271,,,False,True
BOT,Kick Sauber,11.0,BOT_11.0,MEDIUM,1.0,01:33.561,93.561,29.856,37.941,25.764,,,False,True
BOT,Kick Sauber,12.0,BOT_12.0,MEDIUM,1.0,01:33.269,93.269,29.772,37.795,25.702,,,True,True
BOT,Kick Sauber,13.0,BOT_13.0,MEDIUM,1.0,01:33.650,93.65,29.875,37.893,25.882,,,False,True
BOT,Kick Sauber,14.0,BOT_14.0,MEDIUM,1.0,01:33.156,93.156,29.676,38.254,25.226,,,True,True
BOT,Kick Sauber,15.0,BOT_15.0,MEDIUM,1.0,01:33.228,93.228,29.765,37.843,25.62,,,False,True
BOT,Kick Sauber,16.0,BOT_16.0,MEDIUM,1.0,01:33.967,93.967,30.009,37.686,26.272,,,False,True
BOT,Kick Sauber,17.0,BOT_17.0,MEDIUM,1.0,01:35.498,95.498,29.995,38.17,27.333,,,False,True
BOT,Kick Sauber,18.0,BOT_18.0,MEDIUM,1.0,01:36.075,96.075,30.607,38.352,27.116,,,False,True
BOT,Kick Sauber,19.0,BOT_19.0,MEDIUM,1.0,01:44.426,104.426,34.195,41.638,28.593,,,False,True
BOT,Kick Sauber,20.0,BOT_20.0,MEDIUM,1.0,01:38.542,98.542,31.346,39.657,27.539,,,False,True
BOT,Kick Sauber,21.0,BOT_21.0,MEDIUM,1.0,01:35.235,95.235,30.651,38.519,26.065,,,False,True
BOT,Kick Sauber,22.0,BOT_22.0,MEDIUM,1.0,01:34.030,94.03,30.193,38.037,25.8,,,False,True
BOT,Kick Sauber,23.0,BOT_23.0,MEDIUM,1.0,01:34.076,94.076,29.814,38.272,25.99,,,False,True
BOT,Kick Sauber,24.0,BOT_24.0,MEDIUM,1.0,01:37.350,97.35,30.277,39.562,27.511,,,False,True
BOT,Kick Sauber,25.0,BOT_25.0,MEDIUM,1.0,01:39.761,99.761,30.996,40.455,28.31,,,False,True
BOT,Kick Sauber,26.0,BOT_26.0,MEDIUM,1.0,01:49.533,109.533,32.03,48.117,29.386,5985.423,,False,False
BOT,Kick Sauber,27.0,BOT_27.0,INTERMEDIATE,2.0,02:05.367,125.367,53.985,42.457,28.925,,6016.02,False,False
BOT,Kick Sauber,28.0,BOT_28.0,INTERMEDIATE,2.0,01:42.562,102.562,32.119,41.797,28.646,,,False,True
BOT,Kick Sauber,29.0,BOT_29.0,INTERMEDIATE,2.0,01:43.302,103.302,32.442,42.118,28.742,,,False,True
BOT,Kick Sauber,30.0,BOT_30.0,INTERMEDIATE,2.0,01:43.472,103.472,32.322,41.902,29.248,,,False,True
BOT,Kick Sauber,31.0,BOT_31.0,INTERMEDIATE,2.0,01:44.510,104.51,32.583,42.474,29.453,,,False,True
BOT,Kick Sauber,32.0,BOT_32.0,INTERMEDIATE,2.0,01:45.199,105.199,32.618,42.633,29.948,,,False,True
BOT,Kick Sauber,33.0,BOT_33.0,INTERMEDIATE,2.0,01:45.552,105.552,32.969,43.078,29.505,,,False,True
BOT,Kick Sauber,34.0,BOT_34.0,INTERMEDIATE,2.0,01:45.199,105.199,33.01,42.817,29.372,,,False,True
BOT,Kick Sauber,35.0,BOT_35.0,INTERMEDIATE,2.0,01:45.476,105.476,32.821,43.982,28.673,,,False,True
BOT,Kick Sauber,36.0,BOT_36.0,INTERMEDIATE,2.0,01:42.968,102.968,32.265,42.732,27.971,,,False,True
BOT,Kick Sauber,37.0,BOT_37.0,INTERMEDIATE,2.0,01:39.987,99.987,31.826,41.525,26.636,7149.116,,False,False
BOT,Kick Sauber,38.0,BOT_38.0,SOFT,3.0,02:06.628,126.628,56.285,42.594,27.749,,7180.628,False,False
BOT,Kick Sauber,39.0,BOT_39.0,SOFT,3.0,01:37.114,97.114,31.692,39.101,26.321,,,False,True
BOT,Kick Sauber,40.0,BOT_40.0,SOFT,3.0,01:32.973,92.973,29.421,38.016,25.536,,,True,True
BOT,Kick Sauber,41.0,BOT_41.0,SOFT,3.0,01:33.344,93.344,30.515,37.516,25.313,,,False,True
BOT,Kick Sauber,42.0,BOT_42.0,SOFT,3.0,01:32.348,92.348,29.377,37.591,25.38,,,True,True
BOT,Kick Sauber,43.0,BOT_43.0,SOFT,3.0,01:31.732,91.732,29.24,37.244,25.248,,,True,True
BOT,Kick Sauber,44.0,BOT_44.0,SOFT,3.0,01:31.277,91.277,29.256,37.002,25.019,,,True,True
BOT,Kick Sauber,45.0,BOT_45.0,SOFT,3.0,01:33.159,93.159,30.514,37.729,24.916,,,False,True
BOT,Kick Sauber,46.0,BOT_46.0,SOFT,3.0,01:31.396,91.396,29.357,36.959,25.08,,,False,True
BOT,Kick Sauber,47.0,BOT_47.0,SOFT,3.0,01:31.431,91.431,29.454,36.922,25.055,,,False,True
BOT,Kick Sauber,48.0,BOT_48.0,SOFT,3.0,01:32.006,92.006,29.424,37.383,25.199,,,False,True
BOT,Kick Sauber,49.0,BOT_49.0,SOFT,3.0,01:31.688,91.688,29.414,37.064,25.21,,,False,True
BOT,Kick Sauber,50.0,BOT_50.0,SOFT,3.0,01:32.320,92.32,29.422,37.053,25.845,,,False,True
BOT,Kick Sauber,51.0,BOT_51.0,SOFT,3.0,01:32.217,92.217,29.389,37.433,25.395,,,False,True
MAG,Haas F1 Team,1.0,MAG_1.0,MEDIUM,1.0,,,,40.01,26.573,,,False,False
MAG,Haas F1 Team,2.0,MAG_2.0,MEDIUM,1.0,01:34.216,94.216,29.711,38.986,25.519,,,True,True
MAG,Haas F1 Team,3.0,MAG_3.0,MEDIUM,1.0,01:33.259,93.259,29.6,38.149,25.51,,,True,True
MAG,Haas F1 Team,4.0,MAG_4.0,MEDIUM,1.0,01:33.110,93.11,29.503,38.197,25.41,,,True,True
MAG,Haas F1 Team,5.0,MAG_5.0,MEDIUM,1.0,01:32.999,92.999,29.414,38.02,25.565,,,True,True
MAG,Haas F1 Team,6.0,MAG_6.0,MEDIUM,1.0,01:33.544,93.544,29.7,38.24,25.604,,,False,True
MAG,Haas F1 Team,7.0,MAG_7.0,MEDIUM,1.0,01:33.734,93.734,30.03,38.107,25.597,,,False,True
MAG,Haas F1 Team,8.0,MAG_8.0,MEDIUM,1.0,01:33.204,93.204,29.649,37.996,25.559,,,False,True
MAG,Haas F1 Team,9.0,MAG_9.0,MEDIUM,1.0,01:32.783,92.783,29.654,37.721,25.408,,,True,True
MAG,Haas F1 Team,10.0,MAG_10.0,MEDIUM,1.0,01:32.647,92.647,29.669,37.54,25.438,,,True,True
MAG,Haas F1 Team,11.0,MAG_11.0,MEDIUM,1.0,01:32.671,92.671,29.617,37.63,25.424,,,False,True
MAG,Haas F1 Team,12.0,MAG_12.0,MEDIUM,1.0,01:32.531,92.531,29.664,37.469,25.398,,,True,True
MAG,Haas F1 Team,13.0,MAG_13.0,MEDIUM,1.0,01:32.740,92.74,29.722,37.597,25.421,,,False,True
MAG,Haas F1 Team,14.0,MAG_14.0,MEDIUM,1.0,01:32.506,92.506,29.441,37.546,25.519,,,True,True
MAG,Haas F1 Team,15.0,MAG_15.0,MEDIUM,1.0,01:32.953,92.953,29.612,37.731,25.61,,,False,True
MAG,Haas F1 Team,16.0,MAG_16.0,MEDIUM,1.0,01:33.486,93.486,29.62,37.55,26.316,,,False,True
MAG,Haas F1 Team,17.0,MAG_17.0,MEDIUM,1.0,01:34.661,94.661,29.733,37.886,27.042,,,False,True
MAG,Haas F1 Team,18.0,MAG_18.0,MEDIUM,1.0,01:34.730,94.73,30.032,37.671,27.027,,,False,True
MAG,Haas F1 Team,19.0,MAG_19.0,MEDIUM,1.0,01:43.505,103.505,34.669,40.873,27.963,,,False,True
MAG,Haas F1 Team,20.0,MAG_20.0,MEDIUM,1.0,01:35.181,95.181,30.846,38.248,26.087,,,False,True
MAG,Haas F1 Team,21.0,MAG_21.0,MEDIUM,1.0,01:33.484,93.484,29.867,37.862,25.755,,,False,True
MAG,Haas F1 Team,22.0,MAG_22.0,MEDIUM,1.0,01:32.766,92.766,29.641,37.757,25.368,,,False,True
MAG,Haas F1 Team,23.0,MAG_23.0,MEDIUM,1.0,01:33.278,93.278,29.943,37.918,25.417,,,False,True
MAG,Haas F1 Team,24.0,MAG_24.0,MEDIUM,1.0,01:33.625,93.625,29.826,37.972,25.827,,,False,True
MAG,Haas F1 Team,25.0,MAG_25.0,MEDIUM,1.0,01:35.150,95.15,29.923,38.966,26.261,,,False,True
MAG,Haas F1 Team,26.0,MAG_26.0,MEDIUM,1.0,01:45.466,105.466,30.824,44.649,29.993,,,False,True
MAG,Haas F1 Team,27.0,MAG_27.0,MEDIUM,1.0,01:51.325,111.325,32.341,49.626,29.358,6063.244,,False,False
MAG,Haas F1 Team,28.0,MAG_28.0,INTERMEDIATE,2.0,02:05.299,125.299,54.214,42.073,29.012,,6093.409,False,False
MAG,Haas F1 Team,29.0,MAG_29.0,INTERMEDIATE,2.0,01:42.842,102.842,33.006,41.454,28.382,,,False,True
MAG,Haas F1 Team,30.0,MAG_30.0,INTERMEDIATE,2.0,01:42.133,102.133,32.197,41.233,28.703,,,False,True
MAG,Haas F1 Team,31.0,MAG_31.0,INTERMEDIATE,2.0,01:44.060,104.06,32.369,42.17,29.521,,,False,True
MAG,Haas F1 Team,32.0,MAG_32.0,INTERMEDIATE,2.0,01:45.084,105.084,32.999,42.275,29.81,,,False,True
MAG,Haas F1 Team,33.0,MAG_33.0,INTERMEDIATE,2.0,01:45.266,105.266,32.6,42.198,30.468,,,False,True
MAG,Haas F1 Team,34.0,MAG_34.0,INTERMEDIATE,2.0,01:46.135,106.135,33.424,42.868,29.843,,,False,True
MAG,Haas F1 Team,35.0,MAG_35.0,INTERMEDIATE,2.0,01:45.557,105.557,32.926,43.409,29.222,,,False,True
MAG,Haas F1 Team,36.0,MAG_36.0,INTERMEDIATE,2.0,01:43.611,103.611,32.486,42.725,28.4,,,False,True
MAG,Haas F1 Team,37.0,MAG_37.0,INTERMEDIATE,2.0,01:42.038,102.038,32.302,42.811,26.925,7125.121,,False,False
MAG,Haas F1 Team,38.0,MAG_38.0,SOFT,3.0,02:03.931,123.931,55.995,40.862,27.074,,7155.005,False,False
MAG,Haas F1 Team,39.0,MAG_39.0,SOFT,3.0,01:33.212,93.212,29.463,38.002,25.747,,,False,True
MAG,Haas F1 Team,40.0,MAG_40.0,SOFT,3.0,01:32.071,92.071,29.092,37.607,25.372,,,True,True
MAG,Haas F1 Team,41.0,MAG_41.0,SOFT,3.0,01:30.610,90.61,28.982,36.768,24.86,,,True,True
MAG,Haas F1 Team,42.0,MAG_42.0,SOFT,3.0,01:30.093,90.093,28.933,36.538,24.622,,,True,True
MAG,Haas F1 Team,43.0,MAG_43.0,SOFT,3.0,01:30.454,90.454,29.036,36.552,24.866,,,False,True
MAG,Haas F1 Team,44.0,MAG_44.0,SOFT,3.0,01:31.342,91.342,29.228,36.595,25.519,,,False,True
MAG,Haas F1 Team,45.0,MAG_45.0,SOFT,3.0,01:31.722,91.722,29.874,36.652,25.196,,,False,True
MAG,Haas F1 Team,46.0,MAG_46.0,SOFT,3.0,01:31.131,91.131,29.338,36.532,25.261,,,False,True
MAG,Haas F1 Team,47.0,MAG_47.0,SOFT,3.0,01:31.036,91.036,29.399,36.601,25.036,,,False,True
MAG,Haas F1 Team,48.0,MAG_48.0,SOFT,3.0,01:30.953,90.953,29.356,36.706,24.891,,,False,True
MAG,Haas F1 Team,49.0,MAG_49.0,SOFT,3.0,01:30.803,90.803,29.248,36.645,24.91,,,False,True
MAG,Haas F1 Team,50.0,MAG_50.0,SOFT,3.0,01:31.143,91.143,29.487,36.683,24.973,,,False,True
MAG,Haas F1 Team,51.0,MAG_51.0,SOFT,3.0,01:31.469,91.469,29.456,36.777,25.236,,,False,True
MAG,Haas F1 Team,52.0,MAG_52.0,SOFT,3.0,01:31.982,91.982,29.827,37.048,25.107,,,False,True
OCO,Alpine,1.0,OCO_1.0,SOFT,1.0,,,,40.063,26.292,,,False,False
OCO,Alpine,2.0,OCO_2.0,SOFT,1.0,01:33.846,93.846,29.749,38.711,25.386,,,True,True
OCO,Alpine,3.0,OCO_3.0,SOFT,1.0,01:33.479,93.479,29.591,38.313,25.575,,,True,True
OCO,Alpine,4.0,OCO_4.0,SOFT,1.0,01:33.316,93.316,29.764,38.098,25.454,,,True,True
OCO,Alpine,5.0,OCO_5.0,SOFT,1.0,01:33.210,93.21,29.757,37.863,25.59,,,True,True
OCO,Alpine,6.0,OCO_6.0,SOFT,1.0,01:33.616,93.616,29.727,38.133,25.756,,,False,True
OCO,Alpine,7.0,OCO_7.0,SOFT,1.0,01:35.183,95.183,30.502,39.145,25.536,,,False,True
OCO,Alpine,8.0,OCO_8.0,SOFT,1.0,01:33.790,93.79,29.827,38.691,25.272,,,False,True
OCO,Alpine,9.0,OCO_9.0,SOFT,1.0,01:33.898,93.898,30.112,37.931,25.855,,,False,True
OCO,Alpine,10.0,OCO_10.0,SOFT,1.0,01:33.843,93.843,30.162,37.779,25.902,,,False,True
OCO,Alpine,11.0,OCO_11.0,SOFT,1.0,01:33.846,93.846,30.102,37.823,25.921,,,False,True
OCO,Alpine,12.0,OCO_12.0,SOFT,1.0,01:34.071,94.071,30.203,37.893,25.975,,,False,True
OCO,Alpine,13.0,OCO_13.0,SOFT,1.0,01:34.491,94.491,30.327,38.095,26.069,,,False,True
OCO,Alpine,14.0,OCO_14.0,SOFT,1.0,01:35.293,95.293,30.357,38.266,26.67,,,False,True
OCO,Alpine,15.0,OCO_15.0,SOFT,1.0,01:34.884,94.884,30.406,38.341,26.137,,,False,True
OCO,Alpine,16.0,OCO_16.0,SOFT,1.0,01:36.522,96.522,30.525,38.301,27.696,,,False,True
OCO,Alpine,17.0,OCO_17.0,SOFT,1.0,01:38.735,98.735,30.742,39.546,28.447,,,False,True
OCO,Alpine,18.0,OCO_18.0,SOFT,1.0,01:38.497,98.497,31.134,39.291,28.072,,,False,True
OCO,Alpine,19.0,OCO_19.0,SOFT,1.0,01:41.731,101.731,33.657,40.353,27.721,5305.181,,False,False
OCO,Alpine,20.0,OCO_20.0,INTERMEDIATE,2.0,02:01.025,121.025,51.816,41.025,28.184,,5333.72,False,False
OCO,Alpine,21.0,OCO_21.0,INTERMEDIATE,2.0,01:39.736,99.736,32.039,41.067,26.63,5525.879,,False,False
OCO,Alpine,22.0,OCO_22.0,MEDIUM,3.0,01:55.208,115.208,50.465,38.195,26.548,,5554.278,False,False
OCO,Alpine,23.0,OCO_23.0,MEDIUM,3.0,01:35.488,95.488,30.474,38.101,26.913,,,False,True
OCO,Alpine,24.0,OCO_24.0,MEDIUM,3.0,01:38.005,98.005,30.69,39.802,27.513,,,False,True
OCO,Alpine,25.0,OCO_25.0,MEDIUM,3.0,01:47.432,107.432,30.982,45.654,30.796,,,False,True
OCO,Alpine,26.0,OCO_26.0,MEDIUM,3.0,01:58.710,118.71,36.241,52.055,30.414,6060.845,,False,False
OCO,Alpine,27.0,OCO_27.0,INTERMEDIATE,4.0,02:02.736,122.736,52.83,41.327,28.579,,6090.027,False,False
OCO,Alpine,28.0,OCO_28.0,INTERMEDIATE,4.0,01:41.716,101.716,32.178,40.992,28.546,,,False,True
OCO,Alpine,29.0,OCO_29.0,INTERMEDIATE,4.0,01:42.362,102.362,32.379,41.099,28.884,,,False,True
OCO,Alpine,30.0,OCO_30.0,INTERMEDIATE,4.0,01:43.336,103.336,32.292,41.764,29.28,,,False,True
OCO,Alpine,31.0,OCO_31.0,INTERMEDIATE,4.0,01:44.019,104.019,32.492,41.93,29.597,,,False,True
OCO,Alpine,32.0,OCO_32.0,INTERMEDIATE,4.0,01:44.673,104.673,32.773,42.158,29.742,,,False,True
OCO,Alpine,33.0,OCO_33.0,INTERMEDIATE,4.0,01:45.290,105.29,33.217,42.575,29.498,,,False,True
OCO,Alpine,34.0,OCO_34.0,INTERMEDIATE,4.0,01:45.511,105.511,32.936,43.563,29.012,,,False,True
OCO,Alpine,35.0,OCO_35.0,INTERMEDIATE,4.0,01:42.995,102.995,32.526,42.351,28.118,,,False,True
OCO,Alpine,36.0,OCO_36.0,INTERMEDIATE,4.0,01:41.215,101.215,32.124,41.176,27.915,,,False,True
OCO,Alpine,37.0,OCO_37.0,INTERMEDIATE,4.0,01:42.235,102.235,32.044,40.766,29.425,,,False,True
OCO,Alpine,38.0,OCO_38.0,INTERMEDIATE,4.0,01:39.440,99.44,31.903,40.487,27.05,7316.244,,False,False
OCO,Alpine,39.0,OCO_39.0,MEDIUM,5.0,02:00.130,120.13,53.132,39.227,27.771,,7345.298,False,False
OCO,Alpine,40.0,OCO_40.0,MEDIUM,5.0,01:32.838,92.838,30.216,37.467,25.155,,,True,True
OCO,Alpine,41.0,OCO_41.0,MEDIUM,5.0,01:31.114,91.114,29.139,36.859,25.116,,,True,True
OCO,Alpine,42.0,OCO_42.0,MEDIUM,5.0,01:31.187,91.187,29.223,36.785,25.179,,,False,True
OCO,Alpine,43.0,OCO_43.0,MEDIUM,5.0,01:31.084,91.084,29.302,36.643,25.139,,,True,True
OCO,Alpine,44.0,OCO_44.0,MEDIUM,5.0,01:30.928,90.928,29.356,36.535,25.037,,,True,True
OCO,Alpine,45.0,OCO_45.0,MEDIUM,5.0,01:30.952,90.952,29.305,36.497,25.15,,,False,True
OCO,Alpine,46.0,OCO_46.0,MEDIUM,5.0,01:30.875,90.875,29.417,36.39,25.068,,,True,True
OCO,Alpine,47.0,OCO_47.0,MEDIUM,5.0,01:33.599,93.599,29.427,36.554,27.618,,,False,True
OCO,Alpine,48.0,OCO_48.0,MEDIUM,5.0,01:35.931,95.931,32.23,38.774,24.927,,,False,True
OCO,Alpine,49.0,OCO_49.0,MEDIUM,5.0,01:31.060,91.06,29.398,36.557,25.105,,,False,True
OCO,Alpine,50.0,OCO_50.0,MEDIUM,5.0,01:31.608,91.608,29.511,36.681,25.416,,,False,True
GAS,Alpine,1.0,GAS_1.0,MEDIUM,1.0,,,,,,,,False,False
PER,Red Bull Racing,1.0,PER_1.0,HARD,1.0,,,,39.507,26.165,,3508.26,False,False
PER,Red Bull Racing,2.0,PER_2.0,HARD,1.0,01:32.942,92.942,29.472,37.864,25.606,,,True,True
PER,Red Bull Racing,3.0,PER_3.0,HARD,1.0,01:32.340,92.34,29.325,37.432,25.583,,,True,True
PER,Red Bull Racing,4.0,PER_4.0,HARD,1.0,01:32.570,92.57,29.338,37.902,25.33,,,False,True
PER,Red Bull Racing,5.0,PER_5.0,HARD,1.0,01:32.111,92.111,29.469,37.473,25.169,,,True,True
PER,Red Bull Racing,6.0,PER_6.0,HARD,1.0,01:32.250,92.25,29.44,37.495,25.315,,,False,True
PER,Red Bull Racing,7.0,PER_7.0,HARD,1.0,01:33.313,93.313,29.555,38.463,25.295,,,False,True
PER,Red Bull Racing,8.0,PER_8.0,HARD,1.0,01:33.407,93.407,29.702,38.411,25.294,,,False,True
PER,Red Bull Racing,9.0,PER_9.0,HARD,1.0,01:32.800,92.8,29.471,37.819,25.51,,,False,True
PER,Red Bull Racing,10.0,PER_10.0,HARD,1.0,01:32.709,92.709,29.426,37.691,25.592,,,False,True
PER,Red Bull Racing,11.0,PER_11.0,HARD,1.0,01:32.491,92.491,29.452,37.656,25.383,,,False,True
PER,Red Bull Racing,12.0,PER_12.0,HARD,1.0,01:32.509,92.509,29.468,37.736,25.305,,,False,True
PER,Red Bull Racing,13.0,PER_13.0,HARD,1.0,01:32.772,92.772,29.556,37.832,25.384,,,False,True
PER,Red Bull Racing,14.0,PER_14.0,HARD,1.0,01:32.488,92.488,29.42,37.698,25.37,,,False,True
PER,Red Bull Racing,15.0,PER_15.0,HARD,1.0,01:32.702,92.702,29.51,37.735,25.457,,,False,True
PER,Red Bull Racing,16.0,PER_16.0,HARD,1.0,01:34.231,94.231,29.905,38.173,26.153,,,False,True
PER,Red Bull Racing,17.0,PER_17.0,HARD,1.0,01:34.829,94.829,29.675,38.196,26.958,,,False,True
PER,Red Bull Racing,18.0,PER_18.0,HARD,1.0,01:35.384,95.384,30.348,37.842,27.194,,,False,True
PER,Red Bull Racing,19.0,PER_19.0,HARD,1.0,01:41.868,101.868,33.889,40.806,27.173,5283.182,,False,False
PER,Red Bull Racing,20.0,PER_20.0,INTERMEDIATE,2.0,01:59.150,119.15,51.2,40.616,27.334,,5311.485,False,False
PER,Red Bull Racing,21.0,PER_21.0,INTERMEDIATE,2.0,01:41.997,101.997,31.916,41.462,28.619,,,False,True
PER,Red Bull Racing,22.0,PER_22.0,INTERMEDIATE,2.0,01:44.936,104.936,33.088,42.914,28.934,,,False,True
PER,Red Bull Racing,23.0,PER_23.0,INTERMEDIATE,2.0,01:46.214,106.214,33.78,43.396,29.038,,,False,True
PER,Red Bull Racing,24.0,PER_24.0,INTERMEDIATE,2.0,01:50.729,110.729,35.068,43.926,31.735,,,False,True
PER,Red Bull Racing,25.0,PER_25.0,INTERMEDIATE,2.0,01:47.327,107.327,33.593,44.33,29.404,,,False,True
